ID,TITLE,URL,PUBLISHER,CATEGORY,STORY,HOSTNAME,TIMESTAMP
24414,"Boeing, FAA share blame for 787 reliability issues",http://www.flightglobal.com/news/articles/boeing-faa-share-blame-for-787-reliability-issues-397213/,Flightglobal,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,www.flightglobal.com,1395317057095
24415,"US says Boeing 787′s design, manufacture safe",http://kansasfirstnews.com/2014/03/19/us-says-boeing-787s-design-manufacture-safe/,Kansas First News,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,kansasfirstnews.com,1395317057256
24416,FAA and Boeing Deem 787 Safe to Fly After Multiple Battery Fire Issues Prompts  ...,http://www.hngn.com/articles/26932/20140319/faa-and-boeing-deem-787-safe-to-fly-after-multiple-battery-fire-issues-prompts-comprehensive-review.htm,Headlines \& Global News,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,www.hngn.com,1395317057444
24417,"Boeing 787 Dreamliner Is Safe, FAA Team Concludes",http://ktep.org/post/boeing-787-dreamliner-safe-faa-team-concludes,KTEP,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,ktep.org,1395317057901
24418,"Boeing 787 'Dreamliner' Is Safe, FAA Team Concludes",http://wuwm.com/post/boeing-787-dreamliner-safe-faa-team-concludes,WUWM,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,wuwm.com,1395317058135
24419,US says Boeing 787 jetliner safe despite plane's many problems,http://www.ctvnews.ca/business/u-s-says-boeing-787-jetliner-safe-despite-plane-s-many-problems-1.1736431,CTV News,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,www.ctvnews.ca,1395317058353
24420,"FAA says Boeing 787′s design, manufacture safe",http://www.abqjournal.com/371263/biz/faa-says-boeing-787s-design-manufacture-safe.html,Albuquerque Journal,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,www.abqjournal.com,1395317058580
24421,Boeing 787 meets safety levels: report,http://www.travelweekly.com.au/news/boeing-787-meets-safety-levels-report,Travel Weekly,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,www.travelweekly.com.au,1395317059166
24423,Boeing (BA) 787 Dreamliner Deemed Safe By FAA Review,http://www.thestreet.com/story/12535869/1/boeing-ba-787-dreamliner-deemed-safe-by-faa-review.html,TheStreet.com,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,www.thestreet.com,1395317059517
24424,FAA: Boeing's 787 Safe Despite Problems,http://www.mbtmag.com/news/2014/03/faa-boeings-787-safe-despite-problems,Manufacturing Business Technology,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,www.mbtmag.com,1395317059745
24425,"US says Boeing 787′s design, manufacture safe despite the cutting-edge jet's  ...",http://www.vancouverdesi.com/business/us-says-boeing-787s-design-manufacture-safe-despite-the-cutting-edge-jets-many-problems-2/733019/,Vancouver Desi,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,www.vancouverdesi.com,1395317060030
24426,Boeing (BA) 787 Deemed as Flight Ready; Recommendations Made - FAA,http://www.streetinsider.com/Corporate+News/Boeing+(BA)+787+Deemed+as+Flight+Ready%3B+Recommendations+Made+-+FAA/9298368.html,StreetInsider.com \(subscription\),b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,www.streetinsider.com,1395317060265
24427,"Boeing 787 design and manufacture safe, FAA says",http://www.heraldnet.com/article/20140319/BIZ/140319076/1005/Boeing-787-design-and-manufacture-safe-FAA-says,HeraldNet,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,www.heraldnet.com,1395317060614
24429,Review finds Boeing 787 met expected safety levels,http://www.channelnewsasia.com/news/business/review-finds-boeing-787/1041890.html,Channel News Asia,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,www.channelnewsasia.com,1395317061128
24430,FAA deems 787 Dreamliner safe despite years of problems,http://news.cnet.com/8301-10797_3-57620575-235/faa-deems-787-dreamliner-safe-despite-years-of-problems/,CNET,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,news.cnet.com,1395317061327
24431,Review finds Boeing 787 meets expected safety levels,http://www.globalpost.com/dispatch/news/afp/140319/review-finds-boeing-787-meets-expected-safety-levels,GlobalPost,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,www.globalpost.com,1395317061748
24432,Review finds Boeing 787 meets safety levels,http://www.rte.ie/news/business/2014/0319/603316-boeing-787/,RTE.ie,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,www.rte.ie,1395317062008
24433,FAA and Boeing: 787 Dreamliner meets 'high level of safety',http://www.postandcourier.com/article/20140319/PC05/140319269/1010/faa-and-boeing-review-shows-787-dreamliner-meets-safety-standards,Charleston Post Courier,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,www.postandcourier.com,1395317062193
24434,FAA Deems Boeing 787 Safe Despite Early Battery Woes,http://news.investors.com/business/031914-693847-boeing-787-safe-despite-early-battery-issues.htm,Investor's Business Daily,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,news.investors.com,1395317062453
24435,"Boeing Dreamliner is well designed and safe to fly, says FAA",http://www.telegraph.co.uk/finance/newsbysector/industry/10709288/Boeing-Dreamliner-is-well-designed-and-safe-to-fly-says-FAA.html,Telegraph.co.uk,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,www.telegraph.co.uk,1395317062654
24436,"FAA Releases Report on Boeing 787's Design, Manufacture",http://www.fool.com/investing/general/2014/03/19/faa-releases-report-on-boeing-787s-design-manufact.aspx,Motley Fool,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,www.fool.com,1395317062845
24437,"Review of 787 Says Boeing and FAA Had ""Effective Processes"" to Deal with  ...",http://www.nasdaq.com/article/review-of-787-says-boeing-and-faa-had-effective-processes-to-deal-with-safety-issues-20140319-00842,NASDAQ,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,www.nasdaq.com,1395317063113
24438,Boeing 787-8 Gets Safety OK From FAA,http://247wallst.com/aerospace-defense/2014/03/19/boeing-787-8-gets-safety-ok-from-faa/,24\/7 Wall St.,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,247wallst.com,1395317063307
24439,"Home»News»Business»US says Boeing 787′s design, manufacture safe  ...",http://www.news1130.com/2014/03/19/faa-says-boeing-787s-design-manufacture-safe-despite-the-cutting-edge-jets-many-problems/,News1130,b,dhpfyfVbJn2C9wMqhHh7BvZNhtmvM,www.news1130.com,1395317063525
27920,The Daily Troll: FAA gives 787 props. More jobs in state. Starbucks and Oprah  ...,http://crosscut.com/2014/03/19/thedailytroll/119237/troll-starbucks-tea-oprah-mars-hill-jobs-i-90-pass/,Crosscut,e,dDM2cRZIfE08RWM--m0HtgOpL4zxM,crosscut.com,1395334257320
30055,Next Media: Boeing P-8A Poseidon deployed to search for MH370,http://www.themalaymailonline.com/videos/watch/next-media-boeing-p-8a-poseidon-deployed-to-search-for-mh370,The Malay Mail Online,b,dVK7SWRI1vWEpIMDLoCD_ne0yEkyM,www.themalaymailonline.com,1395508183107
35567,"Buzz Stocks: The Boeing Company, Starbucks Corporation, Tesla Motors Inc  ...",http://www.schaeffersresearch.com/commentary/content/blogs/buzz+stocks+the+boeing+company+starbucks+corporation+tesla+motors+inc+tsla+and+sony+corporation+adr/trading_floor_blog.aspx\?blogid=120273,Schaeffers Research \(blog\),b,ddTbYXscyO7VRbM0JKeVQUSmK7T-M,www.schaeffersresearch.com,1395620486235
43976,(Flight MH370) Malaysia Airlines and Boeing face multi-million-dollar suit,http://www.thestandard.com.hk/breaking_news_detail.asp\?id=47994&amp;icid=a&amp;d_str=,Hong Kong Standard,b,dpJ38zm8NY8hUFM22x2aL0hc9hjfM,www.thestandard.com.hk,1395824944326
43979,"Families of passengers hire US law firm to sue Boeing, MAS over MH370 tragedy",http://www.themalaysianinsider.com/malaysia/article/families-of-passengers-hire-us-law-firm-to-sue-boeing-mas-over-mh370-traged,The Malaysian Insider,b,dpJ38zm8NY8hUFM22x2aL0hc9hjfM,www.themalaysianinsider.com,1395824944997
44041,"Boeing, airline could face lawsuit over jet",http://www.iol.co.za/news/world/boeing-airline-could-face-lawsuit-over-jet-1.1666369,Independent Online,b,dpJ38zm8NY8hUFM22x2aL0hc9hjfM,www.iol.co.za,1395824962079
44059,Australia resumes search for Boeing wreckage as weather improves,http://voiceofrussia.com/news/2014_03_26/Australia-resumes-search-on-Boeing-wreckage-as-weather-improves-4536/,The Voice of Russia,b,dpJ38zm8NY8hUFM22x2aL0hc9hjfM,voiceofrussia.com,1395824966478
47719,"Law Firm says suit will focus on Boeing and not MAS, suit only in US",http://www.thestar.com.my/Business/Business-News/2014/03/27/US-Law-Firm-Plans-To-Bring-Suit-Against-Boeing-Malaysia-Airlines/,The Star Online,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,www.thestar.com.my,1395881592051
47721,Some families filing claim against Boeing and MAS over MH370,http://www.thestar.com.my/News/Nation/2014/03/27/RM49bil-lawsuit-in-the-works-Some-families-filing-claim-against-Boeing-and-MAS-over-MH370/,The Star Online,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,www.thestar.com.my,1395881592520
47725,"Lawsuit planned against Boeing, Malaysia Airlines",http://www.stuff.co.nz/world/americas/9873584/Lawsuit-planned-against-Boeing-Malaysia-Airlines,Marlborough Express,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,www.stuff.co.nz,1395881593627
47735,Chicago law firm takes 1st step toward suing Boeing Co. over missing Malaysia  ...,http://www.globalpost.com/dispatch/news/the-canadian-press/140326/chicago-law-firm-takes-1st-step-toward-suing-boeing-co-over-,GlobalPost,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,www.globalpost.com,1395881596514
47737,U.S. Law Firm Plans Suit Against Malaysia Airlines and Boeing,http://www.mediaite.com/online/u-s-law-firm-plans-suit-against-malaysia-airlines-and-boeing/,Mediaite,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,www.mediaite.com,1395881597034
47739,American law firm plans to bring suit against Boeing and Malaysia Airlines,http://www.scmp.com/news/asia/article/1457610/american-law-firm-plans-bring-suit-against-boeing-and-malaysia-airlines,South China Morning Post,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,www.scmp.com,1395881597456
47744,Chicago-based law firm sues Malaysia Airlines and Boeing over Flight MH370,http://www.rawstory.com/rs/2014/03/26/chicago-based-law-firm-sues-malaysia-airlines-and-boeing-over-flight-mh370/,Raw Story,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,www.rawstory.com,1395881598848
47748,"US firm preps suit against Boeing, Malaysia Airlines",http://www.cnbc.com/id/101526566,CNBC.com,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,www.cnbc.com,1395881599796
47749,US law firm seeking millions from Malaysia Airlines and Boeing,http://www.presstv.ir/detail/2014/03/26/356103/us-law-firm-seeks-millions-from-boeing/,Press TV,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,www.presstv.ir,1395881600195
47753,"US Law Firm Seeks Boeing, Malaysia Air Records",http://news.airwise.com/story/view/1395836635.html,Airwise,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,news.airwise.com,1395881601318
47755,Chicago-based law firm to initiate lawsuit against Malaysian Airlines and Boeing,http://english.astroawani.com/news/show/chicago-based-law-firm-to-initiate-lawsuit-against-malaysian-airlines-and-boeing-32593,Astro Awani,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,english.astroawani.com,1395881601724
47756,"UPDATE 2-US law firm plans to bring suit against Boeing, Malaysia Airlines",http://www.reuters.com/article/2014/03/26/malaysianairlines-boeing-lawsuit-idUSL4N0MN25D20140326,Reuters,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,www.reuters.com,1395881601989
47757,Relatives of passengers on missing Boeing lauch legal action,http://en.itar-tass.com/world/725337,ITAR-TASS,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,en.itar-tass.com,1395881602300
47758,"Chicago law firm planning suit against Boeing, Malaysia Airlines",http://www.bizjournals.com/stlouis/morning_call/2014/03/chicago-law-firm-planning-suit-against-boeing.html,St. Louis Business Journal,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,www.bizjournals.com,1395881602513
47759,"Families of passengers hire US law firm to sue Boeing, MAS over MH370 tragedy",http://sg.news.yahoo.com/families-passengers-hire-us-law-firm-sue-boeing-083247194.html,Yahoo Singapore News,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,sg.news.yahoo.com,1395881602723
47761,"US law firm plans to sue Boeing, Malaysia Airlines over missing plane",http://www.theglobeandmail.com/news/world/us-law-firm-plans-to-sue-boeing-malaysia-airlines-over-missing-plane/article17676648/,The Globe and Mail,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,www.theglobeandmail.com,1395881603167
47762,"US law firm plans to sue Boeing, Malaysia Airlines",http://www.worldbulletin.net/world/132045/us-law-firm-plans-to-sue-boeing-malaysia-airlines,www.worldbulletin.net,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,www.worldbulletin.net,1395881603495
47764,"US law firm to sue Boeing, Malaysia Airlines",http://www.irishtimes.com/news/world/asia-pacific/us-law-firm-to-sue-boeing-malaysia-airlines-1.1738724,Irish Times \(blog\),b,dhyg77PeBPMV3AMnvVCstXaqlijRM,www.irishtimes.com,1395881603935
47765,MH370: Boeing and MAS face $1.9b lawsuit,http://news.asiaone.com/news/malaysia/mh370-boeing-and-mas-face-19b-lawsuit,AsiaOne,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,news.asiaone.com,1395881604140
47766,MH370 crash: Boeing and MAS could face RM4.95bil lawsuit in United States,http://www.thestar.com.my/News/Nation/2014/03/26/mh370-lawsuit-to-be-filed/,The Star Online,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,www.thestar.com.my,1395881604708
47768,Malaysia Airlines and Boeing face $1.9 billion lawsuit,http://www.straitstimes.com/breaking-news/se-asia/story/malaysia-airlines-and-boeing-face-19-billion-lawsuit-20140326,Straits Times,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,www.straitstimes.com,1395881605219
47770,"MH370: US law firm plans to bring suit against Boeing, Malaysia Airlines",http://www.todayonline.com/world/asia/mh370-us-law-firm-plans-bring-suit-against-boeing-malaysia-airlines,TODAYonline,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,www.todayonline.com,1395881605688
47776,MH370: MAS and Boeing faces probable lawsuit,http://english.astroawani.com/news/show/mh370-mas-and-boeing-faces-probable-lawsuit-32572,Astro Awani,b,dhyg77PeBPMV3AMnvVCstXaqlijRM,english.astroawani.com,1395881607362
